SEP,Brain Type,Partial Run Supported,Partial Run Technology Type,Partial Run Technology Type ID
fcwValidationClear_PED,Wono,False,N/A,N/A
cliquerAdvanceCliques,Wono,True,Pedestrians,15
sfAsilValidation,Wono,True,Pedestrians,15
cliquerCreateCliquesPart4,Wono,True,Pedestrians,15
cliquerCreateCliquesPart2,Wono,True,Pedestrians,15
cliquerCreateCliquesPart3,Wono,True,Pedestrians,15
registerFcwValidation_PED,Wono,False,N/A,N/A
fillPedResultForCrossing,Wono,True,Pedestrians,15
initXMotionStructs,Wono,True,xMotion,23
prepareCrossingXTracker,Wono,True,xMotion,23
postCrossingXTracker,Wono,True,xMotion,23
prepareCrossingXTracker,Wono,True,xMotion,23
postCrossingXTracker,Wono,True,xMotion,23
prepareCrossingXTracker,Wono,True,xMotion,23
postCrossingXTracker,Wono,True,xMotion,23
prepareCrossingXTrackerT1T0,Wono,True,xMotion,23
postCrossingXTrackerT1T0,Wono,True,xMotion,23
prepareCrossingXTrackerT1T0,Wono,True,xMotion,23
postCrossingXTrackerT1T0,Wono,True,xMotion,23
prepareCrossingXTrackerT1T0,Wono,True,xMotion,23
postCrossingXTrackerT1T0,Wono,True,xMotion,23
crossingMain,Wono,True,xMotion,23
prepareFindNewEdges,Wono,True,xMotion,23
prepareVerticalEdgesL1,Wono,True,xMotion,23
prepareVerticalEdgesL2,Wono,True,xMotion,23
prepareVerticalEdgesL3,Wono,True,xMotion,23
postVerticalEdges,Wono,True,xMotion,23
findEdgesFatherAndInherit,Wono,True,xMotion,23
postFindNewEdges,Wono,True,xMotion,23
vclMarkAllEdgesAsPossiblePassing,Wono,False,N/A,N/A
vclCalcCarSide,Wono,False,N/A,N/A
vclPOCliquesPostTracking,Wono,False,N/A,N/A
registerMarkedForTemplateTracking,Wono,False,N/A,N/A
vclCloseRangeCliquesPostTrackingPostSSD,Wono,False,N/A,N/A
registerFcwValidation_VCL,Wono,False,N/A,N/A
clqKalmanPredict,Wono,True,Pedestrians,15
applyFcwClqTracking,Wono,True,Pedestrians,15
applyFcwClqBackwardTracking,Wono,True,Pedestrians,15
predictClqTracking,Wono,True,Pedestrians,15
applyClqInterTracking,Wono,True,Pedestrians,15
postTrackingRegisterFcwValidation_PED,Wono,False,N/A,N/A
prepFcwValidation_VCL,Wono,False,N/A,N/A
prepFcwValidation_PED,Wono,False,N/A,N/A
prepFcwValidationHarris_VCL,Wono,False,N/A,N/A
prepPointsTracker_VCL,Wono,False,N/A,N/A
trackAndFitModelFcwValidation_VCL,Wono,False,N/A,N/A
prepFcwValidationHarris_PED,Wono,False,N/A,N/A
prepPointsTracker_PED,Wono,False,N/A,N/A
trackAndFitModelFcwValidation_PED,Wono,False,N/A,N/A
postClqInterTracking,Wono,True,Pedestrians,15
postClqBackwardInterTracking,Wono,True,Pedestrians,15
prepareClqTracking,Wono,True,Pedestrians,15
postClqTracking,Wono,True,Pedestrians,15
postClqBackwardTracking,Wono,True,Pedestrians,15
retrackFailed,Wono,True,Pedestrians,15
storeBikesCliquesData,Wono,True,Pedestrians,15
registerFcwValidationTrackRects_PED,Wono,False,N/A,N/A
cliquerPrepareCreateCliques,Wono,True,Pedestrians,15
updateSelfShadowStatus,Wono,True,Pedestrians,15
cliquerAlignNNPart1,Wono,True,Pedestrians,15
objFOERegisterCandidateRect,Wono,False,N/A,N/A
cliquerCreateCliquesPart5,Wono,True,Pedestrians,15
cliquerCreateCliquesPart1,Wono,True,Pedestrians,15
cliquerCreateCliquesPart6,Wono,True,Pedestrians,15
updateSignatures,Wono,True,Pedestrians,15
filterCliquesSplitCliques,Wono,False,N/A,N/A
filterCliquesSetPose,Wono,True,Pedestrians,15
filterCliquesPrune,Wono,False,N/A,N/A
filterCliquesPedObjBig,Wono,False,N/A,N/A
filterCliquesMCRunBackBoneBig,Wono,False,N/A,N/A
filterCliquesFillCrossingInformation,Wono,True,Pedestrians,15
filterCliquesPrepareCrossingFilter,Wono,True,Pedestrians,15
filterCliquesClassifySmall,Wono,False,N/A,N/A
filterCliquesClassifyResidualMotionUpdateFrame,Wono,True,Pedestrians,15
residualMotionPrepare,Wono,False,N/A,N/A
residualMotionPost,Wono,False,N/A,N/A
filterCliquesClassifyResidualMotionGetResult,Wono,True,Pedestrians,15
filterCliquesClassifyMotionSegmentation,Wono,True,Pedestrians,15
filterCliquesClassifyClose,Wono,False,N/A,N/A
filterCliquesClassifyBig,Wono,False,N/A,N/A
filterCliquesClassifyNN,Wono,True,Pedestrians,15
pedOrBikeMF,Wono,True,Pedestrians,15
pedOrBicycleMF,Wono,True,Pedestrians,15
postCrossBicycleCheck,Wono,True,Pedestrians,15
filterCliquesClassifier,Wono,True,Pedestrians,15
fillSpotsArray,Wono,True,Pedestrians,15
crossingLegsMF,Wono,True,Pedestrians,15
detectHeads_2,Wono,True,Pedestrians,15
detectHeads_1,Wono,True,Pedestrians,15
updateCrossingBicycleDecision,Wono,True,Pedestrians,15
ChipDSO_runFrame,Wono,False,N/A,N/A
calcPredictionForC0,Wono,True,Pedestrians,15
fillAsilPredictionForC0,Wono,True,Pedestrians,15
partialRun_store_36fps,Wono,False,N/A,N/A
partialRun_load_36fps,Wono,False,N/A,N/A
roadProfile_post,Wono,False,roadProfile,6
prepAebRecorderEvents,Wono,False,N/A,N/A
IMG3_pyrs_sync1_gtmc_hist_task,Wono,False,N/A,N/A
IMG3_pyrs_sync2_gtmc_task,Wono,False,N/A,N/A
IMG3_pyrs_sync3_ltm_Tone_map_task,Wono,False,N/A,N/A
IMG3_pyrs_sync4_ltm_task,Wono,False,N/A,N/A
IMG3_pyrs_sync5_rtm_task,Wono,False,N/A,N/A
updateReckoning_T1,Wono,False,N/A,N/A
updateEgoMotionResults,Wono,False,N/A,N/A
rangeSensorsCalc,Wono,False,N/A,N/A
rangeSensorsOutputIF,Wono,False,N/A,N/A
hrSpotsInitFrame,Wono,True,hrSpots,10
hrSpotsInitFrameReport,Wono,True,hrSpots,10
hrSpotsPredictReportModel,Wono,True,hrSpots,10
runRawProcessor,Wono,False,N/A,N/A
runRawProcessor,Wono,False,N/A,N/A
hrSpotsPostRawPredictPosition,Wono,False,hrSpots,10
RadarsUpdate,Wono,False,N/A,N/A
FHM_T1_DONE,Wono,False,N/A,N/A
FHM_SRD_T1_DONE,Wono,False,N/A,N/A
updateWipersDecisionT1,Wono,False,N/A,N/A
updateEffectiveExposureT1,Wono,False,N/A,N/A
updateNavigation,Wono,False,N/A,N/A
updateNavigation2Model,Wono,False,N/A,N/A
copyWiperDecisionOutput,Wono,False,N/A,N/A
WM_updateCalibrationFast,Wono,False,N/A,N/A
WMSM_fastAgenda,Wono,False,N/A,N/A
WMEM_fastAgenda,Wono,False,N/A,N/A
WMEM_updateRepository_fastAgenda,Wono,False,N/A,N/A
roadUpdateSpeed_T1,Wono,False,road,12
predictRoadDropPoints_T1,Wono,False,N/A,N/A
obsPredictionT1,Wono,False,N/A,N/A
removeInvalidMatchedTargetsFullFrameRateClqs,Wono,False,N/A,N/A
obsDNNAlignmentT1,Wono,False,N/A,N/A
fillObsPredictionOutputT1,Wono,False,N/A,N/A
roadUpdateFAMasksT1,Wono,False,road,12
addRoadDropPoints_T1,Wono,False,N/A,N/A
calcPredictionForT1,Wono,True,Pedestrians,15
fillAsilPredictionForT1,Wono,True,Pedestrians,15
WM_calcVRMFast,Wono,False,VRM,16
WM_updateVRMFast,Wono,False,VRM,16
VD3DFAsetEgoMotionT1,Wono,False,N/A,N/A
VD3DFAPredictT1,Wono,False,N/A,N/A
VD3DFAPredictT1,Wono,False,N/A,N/A
VD3DFAFillObsT1,Wono,False,N/A,N/A
roadUpdateFAVd3dBoxesT1,Wono,False,road,12
hrSpotsUpdateApprovedVdObjects,Wono,True,hrSpots,10
hrSpotsPublishReport,Wono,True,hrSpots,10
WMEM_fastAgendaData,Wono,False,N/A,N/A
SLIPredictReport,Wono,False,N/A,N/A
SLIPublishReport,Wono,False,N/A,N/A
hrSpotsPublishReportStrongRefs,Wono,True,hrSpots,10
SLIDSIFReport,Wono,False,N/A,N/A
MEMemSendEhOutput,Wono,False,MEMem,11
MEMemDecodeTile,Wono,False,MEMem,11
MEMemCommunicateTTP,Wono,False,MEMem,11
MEMemCommunicateCacheApp,Wono,False,MEMem,11
HPP_MAIN_processFrame,Wono,False,N/A,N/A
roadHandleImageT1,Wono,False,road,12
roadUpdateNets_T1,Wono,False,road,12
calcReporter18fpsForT0,Wono,True,Pedestrians,15
updateReporter18fpsForT0,Wono,True,Pedestrians,15
fillAsilReporter18fpsForT0,Wono,True,Pedestrians,15
MEMemInitFrameReport,Wono,False,MEMem,11
MEMemUpdateFrameReport,Wono,False,MEMem,11
MEMemEndFrameReport,Wono,False,MEMem,11
roadFaPostCorrectT1,Wono,False,road,12
partialRun_store_36fps,Wono,False,N/A,N/A
partialRun_load_36fps,Wono,False,N/A,N/A
prepAebRecorderEvents,Wono,False,N/A,N/A
IMG4_pyrs_sync1_gtmc_hist_task,Wono,False,N/A,N/A
IMG4_pyrs_sync2_gtmc_task,Wono,False,N/A,N/A
IMG4_pyrs_sync3_ltm_Tone_map_task,Wono,False,N/A,N/A
IMG4_pyrs_sync4_ltm_task,Wono,False,N/A,N/A
IMG4_pyrs_sync5_rtm_task,Wono,False,N/A,N/A
updateReckoning_C1,Wono,False,N/A,N/A
updateEgoMotionResults,Wono,False,N/A,N/A
savePitchRatePerSec,Wono,False,N/A,N/A
rangeSensorsCalc,Wono,False,N/A,N/A
rangeSensorsOutputIF,Wono,False,N/A,N/A
hrSpotsInitFrameReport,Wono,True,hrSpots,10
hrSpotsPredictReportModel,Wono,True,hrSpots,10
runRawProcessor,Wono,False,N/A,N/A
runRawProcessor,Wono,False,N/A,N/A
hrSpotsPostRawPredictPosition,Wono,False,hrSpots,10
SFM2_updateFrameHistory,Wono,False,N/A,N/A
RadarsUpdate,Wono,False,N/A,N/A
b2bExportPrepSysImages,Wono,False,N/A,N/A
REFS_processFrame_WIDE,Wono,False,N/A,N/A
REFS_processFrame_WIDE_sync1_refsWaitT0Report,Wono,False,N/A,N/A
REFS_processFrameAll,Wono,False,N/A,N/A
NNU_debugger,Wono,False,N/A,N/A
MEMemCollectREFS,Wono,False,MEMem,11
MEMemProjectAndFilterREFS,Wono,False,MEMem,11
MEMemProcessSingleFrameREFS,Wono,False,MEMem,11
REFS_processFrameLm2_WIDE,Wono,False,N/A,N/A
REFS_processFrameLm2_WIDE_sync1_refsWaitT0Report,Wono,False,N/A,N/A
REFS_processFrameAllLm2,Wono,False,N/A,N/A
REFS_dump_WIDE,Wono,False,N/A,N/A
updateWipersDecisionC1,Wono,False,N/A,N/A
updateEffectiveExposureC1,Wono,False,N/A,N/A
runWMBC,Wono,True,WMBC,9
updateNavigation,Wono,False,N/A,N/A
updateNavigation2Model,Wono,False,N/A,N/A
updateNavigation2NMEAInputIF,Wono,False,N/A,N/A
updateNavigation2NMEAInputIF,Wono,False,N/A,N/A
updateNavigation2NMEAInputIF,Wono,False,N/A,N/A
copyWiperDecisionOutput,Wono,False,N/A,N/A
WM_updateCalibrationFast,Wono,False,N/A,N/A
WMSM_fastAgenda,Wono,False,N/A,N/A
WMSM_post,Wono,False,N/A,N/A
WMEM_fastAgenda,Wono,False,N/A,N/A
WMEM_updateRepository_fastAgenda,Wono,False,N/A,N/A
roadUpdateSpeed_C1,Wono,False,road,12
predictRoadDropPoints_C1,Wono,False,N/A,N/A
obsPredictionC1,Wono,False,N/A,N/A
removeInvalidMatchedTargetsFullFrameRateClqs,Wono,False,N/A,N/A
obsDNNAlignmentC1,Wono,False,N/A,N/A
fillObsPredictionOutputC1,Wono,False,N/A,N/A
vclFACamerasUpdate,Wono,False,N/A,N/A
roadUpdateFAMasksC1,Wono,False,road,12
addRoadDropPoints_C1,Wono,False,N/A,N/A
WM_calcVRMFast,Wono,False,VRM,16
WM_updateVRMFast,Wono,False,VRM,16
VD3DFAsetEgoMotionC1,Wono,False,N/A,N/A
VD3DFAPredictC1,Wono,False,N/A,N/A
VD3DFAPredictC1,Wono,False,N/A,N/A
VD3DFAFillObsC1,Wono,False,N/A,N/A
roadUpdateFAVd3dBoxesC1,Wono,False,road,12
hrSpotsUpdateApprovedVdObjects,Wono,True,hrSpots,10
hrSpotsPublishReport,Wono,True,hrSpots,10
hrSpotsGetVD3DataC1,Wono,False,hrSpots,10
WMEM_fastAgendaData,Wono,False,N/A,N/A
VD3DFACamerasUpdate,Wono,False,N/A,N/A
SLIPredictReport,Wono,False,N/A,N/A
SLIPublishReport,Wono,False,N/A,N/A
hrSpotsPublishReportStrongRefs,Wono,True,hrSpots,10
hrSpotsPublishOnlineCalibrationReport,Wono,True,hrSpots,10
SLIDSIFReport,Wono,False,N/A,N/A
MEMemSendEhOutput,Wono,False,MEMem,11
MEMemDecodeTile,Wono,False,MEMem,11
MEMemCommunicateTTP,Wono,False,MEMem,11
MEMemCommunicateCacheApp,Wono,False,MEMem,11
HPP_MAIN_processFrame,Wono,False,N/A,N/A
roadHandleImageC1,Wono,False,road,12
roadUpdateNets_C1,Wono,False,road,12
MEMemInitFrameReport,Wono,False,MEMem,11
MEMemUpdateFrameReport,Wono,False,MEMem,11
MEMemEndFrameReport,Wono,False,MEMem,11
roadFaPostCorrectC1,Wono,False,road,12
saveT2TimeStamp,Wono,True,Pedestrians,15
prepareGridTracking,Wono,True,Pedestrians,15
afterGridTracking,Wono,False,N/A,N/A
findPanicCandidates,Wono,True,Pedestrians,15
panicNNClassifier,Wono,True,Pedestrians,15
panicFinScoreAndApprove,Wono,True,Pedestrians,15
registerFcwValidation_PED_PANICT2,Wono,False,N/A,N/A
registerFcwValidationTrackRects_PED_PANICT2,Wono,False,N/A,N/A
prepFcwValidation_PED_PANICT2,Wono,False,N/A,N/A
prepFcwValidationHarris_PED_PANICT2,Wono,False,N/A,N/A
prepPointsTracker_PED_PANICT2,Wono,False,N/A,N/A
trackAndFitModelFcwValidation_PED_PANICT2,Wono,False,N/A,N/A
updateFcwValidation_PED_PANICT2,Wono,False,N/A,N/A
pedFcwFrameUpdatePanic,Wono,True,Pedestrians,15
pedInitSingleFrame,Wono,True,Pedestrians,15
calcPredictionForC1,Wono,True,Pedestrians,15
fillAsilPredictionForC1,Wono,True,Pedestrians,15
partialRun_store_36fps,Wono,False,N/A,N/A
updateNavigation2NMEAInputIF,Wono,False,N/A,N/A
updateForcedFailsafes,Wono,False,N/A,N/A
prepAebRecorderEvents,Wono,False,N/A,N/A
postAebRecorderEvents,Wono,False,N/A,N/A
fillGPSModelIF,Wono,False,N/A,N/A
calcRectificationCRC_sync1_waitForLastReporter2,Wono,False,N/A,N/A
calcRODataCRC_sync1_waitForLastReporter1,Wono,False,N/A,N/A
WM_updateCalibrationPost,Wono,False,N/A,N/A
SFM2_updateIF,Wono,False,N/A,N/A
SFM2_FrameDebug,Wono,False,N/A,N/A
LC_sfmDetectionPrepare,Wono,False,N/A,N/A
EgoMotion_updateIF,Wono,False,N/A,N/A
endFramePrepSys,Wono,False,N/A,N/A
dumpMetaDataHR,Wono,False,N/A,N/A
cameraToCameraDebugger,Wono,False,N/A,N/A
cliquerAdvanceCliques,Wono,True,Pedestrians,15
clqKalmanPredict,Wono,True,Pedestrians,15
predictClqTracking,Wono,True,Pedestrians,15
b2bExportPrepSysImages,Wono,False,N/A,N/A
applyClqInterTracking,Wono,True,Pedestrians,15
postClqInterTracking,Wono,True,Pedestrians,15
postClqBackwardInterTracking,Wono,True,Pedestrians,15
prepareClqTracking,Wono,True,Pedestrians,15
postClqTracking,Wono,True,Pedestrians,15
postClqBackwardTracking,Wono,True,Pedestrians,15
retrackFailed,Wono,True,Pedestrians,15
storeBikesCliquesData,Wono,True,Pedestrians,15
WMEM_runSource_CommonCam_T1,Wono,False,N/A,N/A
WMEM_runSource_CommonCam_T1_sync1_waitFastAgendaData_si2,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync1_wm_em_startEmVision_si0,Wono,False,N/A,N/A
WMEM_Blend_Common,Wono,False,N/A,N/A
WMEM_Update_Common,Wono,False,N/A,N/A
validateRoadEdge_run,Wono,False,N/A,N/A
validateRoadEdge_endFrame,Wono,False,N/A,N/A
roadProfile,Wono,False,roadProfile,6
roadProfile_A,Wono,False,roadProfile,6
roadProfile_DNN,Wono,False,roadProfile,6
roadProfile_B2,Wono,False,roadProfile,6
roadProfile_B1,Wono,False,roadProfile,6
roadProfile_C,Wono,False,roadProfile,6
preReporter18fpsForT1,Wono,True,Pedestrians,15
calcReporter18fpsForT1,Wono,True,Pedestrians,15
WMEM_runSource_CommonCam_C1,Wono,False,N/A,N/A
WMEM_runSource_CommonCam_C1_sync1_waitFastAgendaData_si3,Wono,False,N/A,N/A
WMEM_Blend_Common,Wono,False,N/A,N/A
WMEM_Update_Common,Wono,False,N/A,N/A
CalcEmVisionT0_0_sync1_waitFastAgendaData_si0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync2_wm_em_syncEmVision_si0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync3_wm_em_startEmVision_si1,Wono,False,N/A,N/A
CalcEmVisionT0_1_sync1_waitFastAgendaData_si0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync4_wm_em_syncEmVision_si1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync5_wm_em_startEmVision_si2,Wono,False,N/A,N/A
CalcEmVisionT0_2_sync1_waitFastAgendaData_si0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync6_wm_em_syncEmVision_si2,Wono,False,N/A,N/A
WMEM_Blend_UM,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C0_sync1_wm_em_startEmVision_si0,Wono,False,N/A,N/A
WMEM_Update_UM,Wono,False,N/A,N/A
CalcEmVisionC0_0_sync1_waitFastAgendaData_si1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C0_sync2_wm_em_syncEmVision_si0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C0_sync3_wm_em_startEmVision_si1,Wono,False,N/A,N/A
CalcEmVisionC0_1_sync1_waitFastAgendaData_si1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C0_sync4_wm_em_syncEmVision_si1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C0_sync5_wm_em_startEmVision_si2,Wono,False,N/A,N/A
CalcEmVisionC0_2_sync1_waitFastAgendaData_si1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C0_sync6_wm_em_syncEmVision_si2,Wono,False,N/A,N/A
WMEM_Blend_UM,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T1_sync1_wm_em_startEmVision_si0,Wono,False,N/A,N/A
WMEM_Update_UM,Wono,False,N/A,N/A
WMEM_calcEgoMotion_late,Wono,False,N/A,N/A
WMEM_calcEgoMotion_late,Wono,False,N/A,N/A
CalcEmVisionT1_0_sync1_waitFastAgendaData_si2,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T1_sync2_wm_em_syncEmVision_si0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T1_sync3_wm_em_startEmVision_si1,Wono,False,N/A,N/A
CalcEmVisionT1_1_sync1_waitFastAgendaData_si2,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T1_sync4_wm_em_syncEmVision_si1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T1_sync5_wm_em_startEmVision_si2,Wono,False,N/A,N/A
CalcEmVisionT1_2_sync1_waitFastAgendaData_si2,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T1_sync6_wm_em_syncEmVision_si2,Wono,False,N/A,N/A
WMEM_Blend_UM,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C1_sync1_wm_em_startEmVision_si0,Wono,False,N/A,N/A
WMEM_Update_UM,Wono,False,N/A,N/A
OnlineCalibration_run,Wono,True,OnlineCalibration,19
OnlineCalibration_fillModelIF,Wono,True,OnlineCalibration,19
CalcEmVisionC1_0_sync1_waitFastAgendaData_si3,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C1_sync2_wm_em_syncEmVision_si0,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C1_sync3_wm_em_startEmVision_si1,Wono,False,N/A,N/A
CalcEmVisionC1_1_sync1_waitFastAgendaData_si3,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C1_sync4_wm_em_syncEmVision_si1,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C1_sync5_wm_em_startEmVision_si2,Wono,False,N/A,N/A
CalcEmVisionC1_2_sync1_waitFastAgendaData_si3,Wono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_C1_sync6_wm_em_syncEmVision_si2,Wono,False,N/A,N/A
WMEM_Blend_UM,Wono,False,N/A,N/A
WMEM_Update_UM,Wono,False,N/A,N/A
Hazard_filter,Wono,False,Hazard,5
calc_near,Wono,False,N/A,N/A
calc_far,Wono,False,N/A,N/A
detect,Wono,False,N/A,N/A
HazardPostCalc,Wono,False,Hazard,5
HazardSpots,Wono,False,Hazard,5
REHL_runAlgo,Wono,False,N/A,N/A
pedFcwUpdateRESegmentation,Wono,False,N/A,N/A
SCM_getREFSData,Wono,False,SCM,14
REHL_endFrame,Wono,False,N/A,N/A
roadFreeSpaceSetup,Wono,False,road,12
xFSUpdate,Wono,False,N/A,N/A
roadUpdateFreeSpaceMasking,Wono,False,road,12
roadPredictMFlaneMarkCandidates,Wono,False,road,12
road4BuildCandidates,Wono,False,road,12
roadGenerateRECands,Wono,False,road,12
updateFreeSpaceMFAnalyzer,Wono,True,Pedestrians,15
updateFreeSpaceMFAnalyzer,Wono,True,Pedestrians,15
filterCliquesPostCrossingFilter,Wono,True,Pedestrians,15
updateFreeSpaceMFAnalyzer,Wono,True,Pedestrians,15
updateFreeSpaceMFAnalyzer,Wono,True,Pedestrians,15
roadMatchMFlaneMarkCandidates,Wono,False,road,12
roadCorrectMFlaneMarkCandidates,Wono,False,road,12
updateYZModelForNextFrame,Wono,False,N/A,N/A
roadCopySceneManagementElevatedInfo,Wono,False,road,12
roadTrackingcalcEM_PED,Wono,False,road,12
FCVTrackRoadModel_PED,Wono,False,N/A,N/A
calcCollision_sync4_collisionCalcTaskDone,Wono,False,collision,18
fillCollision,Wono,False,N/A,N/A
startTemplateTrackingSession,Wono,False,N/A,N/A
postTemplateTrackingSession,Wono,False,N/A,N/A
vclCliquesPostTemplateTracking,Wono,False,N/A,N/A
registerNewFrameFCW_afterSuspectTracking,Wono,False,N/A,N/A
vclCliquesCreateCliques,Wono,False,N/A,N/A
vclPreFilterCloseRangeCliques,Wono,False,N/A,N/A
vclPostFilterCloseRangeCliques,Wono,False,N/A,N/A
vclDnnClassTypeDecision,Wono,False,N/A,N/A
vclSaveDataForVD3D_AfterDetection,Wono,False,N/A,N/A
VD3DFPostDetection_without_peds,Wono,False,N/A,N/A
VD3DFPostDetection_without_peds_sync1_task_postDetectionSetDetectionBox_beforePeds,Wono,False,N/A,N/A
VD3DFPostDetection_without_peds_sync2_task_postDetectionDone_beforePeds,Wono,False,N/A,N/A
pedUpdateDetectionIF,Wono,True,Pedestrians,15
VD3DFPostDetection,Wono,False,N/A,N/A
VD3DFPostDetection_sync1_task_postDetectionSetDetectionBox_afterPeds,Wono,False,N/A,N/A
VD3DFPostDetection_sync2_task_postDetectionDone_afterPeds,Wono,False,N/A,N/A
VD3DMultiAppearanceTracking,Wono,False,N/A,N/A
cvPreparePoints,Wono,False,N/A,N/A
VD3DDetection_MF_sideMotionCalculation,Wono,False,N/A,N/A
VD3DCalcPedsRelation,Wono,False,N/A,N/A
FCWEngineUpdateFrameInputs,Wono,False,N/A,N/A
VD2DCalcFCWModels,Wono,False,N/A,N/A
initFrameRFD,Wono,False,N/A,N/A
updateYZModelAndKalmanForNextFrame,Wono,False,N/A,N/A
updateYZModelFromEgoKalman,Wono,False,N/A,N/A
vclCliquesMeasurements,Wono,False,N/A,N/A
vclSetTunnelClassification,Wono,False,N/A,N/A
prepBikeDayTiltCalculation,Wono,False,N/A,N/A
tiltCalculatorExecVHFB,Wono,False,N/A,N/A
tiltCalculatorExecLOS,Wono,False,N/A,N/A
dnn_CC_MfNight,Wono,False,N/A,N/A
dnn_CC_MfDay,Wono,False,N/A,N/A
dnn_Bikes_MfNight,Wono,False,N/A,N/A
dnn_Bikes_MfDay,Wono,False,N/A,N/A
dnnMfNight,Wono,False,N/A,N/A
dnnMfDay,Wono,False,N/A,N/A
updateDriverActivity_VCL_T1,Wono,False,N/A,N/A
updateDriverActivity_VCL_T1,Wono,False,N/A,N/A
updateDriverActivity_PEDS_T1,Wono,True,Pedestrians,15
roadUpdatePitchAndReferenceY,Wono,False,road,12
VD2DUpdateEgoKalmanPAndRDC,Wono,False,N/A,N/A
vclCliquesPostClassifiers,Wono,False,N/A,N/A
vclCliquesOtherScores,Wono,False,N/A,N/A
egoKalmanUpdateIF,Wono,False,N/A,N/A
VD3DMarkTargetsForTemplateTracking,Wono,False,N/A,N/A
VD3DTracking,Wono,False,N/A,N/A
VD3DRegisterEarlyTemplateTracking,Wono,False,N/A,N/A
VD3DEarlyTemplateTracking,Wono,False,N/A,N/A
VD3DRegisterTemplateTracking,Wono,False,N/A,N/A
VD3DTemplateTracking,Wono,False,N/A,N/A
FusionProxyUpdateVD,Wono,False,N/A,N/A
FusionProxyUpdateVD3DTracking,Wono,False,N/A,N/A
matchCameraToRadar_SRR,Wono,False,N/A,N/A
runCRFusionRadarProcessing_SRR,Wono,False,N/A,N/A
runCRFusionCamera_SRR,Wono,False,N/A,N/A
runCRFusionValidation_SRR,Wono,False,N/A,N/A
matchCameraToRadar,Wono,False,N/A,N/A
runCRFusionRadarProcessing,Wono,False,N/A,N/A
runCRFusionCamera,Wono,False,N/A,N/A
runCRFusionValidation,Wono,False,N/A,N/A
roadUnifiedApproval,Wono,False,road,12
roadUnifiedGeometryAnalysis,Wono,False,road,12
roadUnifiedGeometryAnalysis_sync1_correctPar,Wono,False,road,12
roadUnifiedGeometryAnalysis_sync2_endCorrectPar,Wono,False,road,12
roadPostCorrectGeometry,Wono,False,road,12
roadASILsfConfDisqualification,Wono,False,road,12
roadASILsfConfDisqualification,Wono,False,road,12
roadEndFrame,Wono,False,road,12
roadFillRoadIF,Wono,False,road,12
updateNav2Polynomial,Wono,False,N/A,N/A
saveDataForLocalization,Wono,False,N/A,N/A
roadUpdateForNextFrame,Wono,False,road,12
roadASILFastAgendaValidation,Wono,False,road,12
roadFillRoadSafetyIF,Wono,False,road,12
roadCopySlowIFToFastIF,Wono,False,road,12
prepLaneAssignmentModels,Wono,False,N/A,N/A
runLaneAssignmentFrameData,Wono,False,N/A,N/A
memRoadPointsFillTable,Wono,False,N/A,N/A
meMemSetRoadModelData,Wono,False,N/A,N/A
meMemSetRoadSlowData,Wono,False,N/A,N/A
MEMemHarvesterComputeSplines,Wono,False,MEMem,11
MEMemUpdateSpeedFactor,Wono,False,MEMem,11
calcSunFailsafes,Wono,False,N/A,N/A
calcSunFailsafes_sync1_sunCalcTask,Wono,False,N/A,N/A
calcSunFailsafes_sync2_sunCalcTask,Wono,False,N/A,N/A
calcPartialBlockage_sync2_waitForVclRoadIF,Wono,False,N/A,N/A
calcPartialBlockage_sync3_waitForHRSpots,Wono,False,N/A,N/A
